,x,y,elevation,extensions,encountered,shot,hit,recovered,code
5496,4.32203713,-77.18649187,578,0.10596.5945.99,NA,NA,NA,NA,5
5497,4.32204513,-77.18655887,578.3,0.41598.3945.80,NA,NA,NA,NA,5
5498,4.32204813,-77.18660087,579.2,0.15600.1945.59,NA,NA,NA,NA,5
5499,4.32205313,-77.18661687,579.2,0.21601.2945.47,NA,NA,NA,NA,5
5500,4.32207813,-77.18664587,579.8,0.31603.1945.27,NA,NA,NA,NA,5
5501,4.32212513,-77.18668387,580.3,0.21604.4945.11,NA,NA,NA,NA,5
5502,4.32214513,-77.18669387,580.3,0.05607.2944.82,NA,NA,NA,NA,5
5503,4.32214213,-77.18670187,580.4,0.15607.9944.74,NA,NA,NA,NA,5
5504,4.32213213,-77.18671887,581.7,0.05607.4944.78,NA,NA,NA,NA,5
5505,4.32215513,-77.18672887,583.4,0.10607.6944.75,NA,NA,NA,NA,5
5506,4.32217513,-77.18675187,583.6,0.31610.6944.44,NA,NA,NA,NA,5
5507,4.32223513,-77.18673887,584,0.57611.0944.37,NA,NA,NA,NA,5
5508,4.32226813,-77.18666387,588.8,0.36613.3944.13,NA,NA,NA,NA,5
5509,4.32228813,-77.18663387,591.4,0.10613.8944.08,NA,NA,NA,NA,5
5510,4.32228313,-77.18663687,591.5,0.05613.5944.09,NA,NA,NA,NA,5
5511,4.32228513,-77.18664687,592.4,0.00613.4944.10,NA,NA,NA,NA,5
5512,4.32229013,-77.18664687,592.5,0.00613.7944.06,NA,NA,NA,NA,5
5513,4.32229313,-77.18664887,592.5,0.10613.8944.03,NA,NA,NA,NA,5
5514,4.32229813,-77.18664887,592.6,0.05613.6944.05,NA,NA,NA,NA,5
5515,4.32230213,-77.18665187,592.7,0.10613.2944.10,NA,NA,NA,NA,5
5516,4.32231013,-77.18664887,592.8,0.05613.2944.10,NA,NA,NA,NA,5
5517,4.32231213,-77.18665087,592.8,0.00613.1944.11,NA,NA,NA,NA,5
5518,4.32231713,-77.18664587,592.9,0.05613.4944.08,NA,NA,NA,NA,5
5519,4.32231313,-77.18664687,592.9,0.10613.3944.09,NA,NA,NA,NA,5
5520,4.32231013,-77.18664687,592.9,0.00613.6944.05,NA,NA,NA,NA,5
5521,4.32230313,-77.18664087,593,0.10613.3944.11,NA,NA,NA,NA,5
5522,4.32229513,-77.18664087,593,0.10613.6944.08,NA,NA,NA,NA,5
5523,4.32230013,-77.18664687,593.1,0.10613.4944.10,NA,NA,NA,NA,5
5524,4.32230513,-77.18665187,593.1,0.15613.1944.13,NA,NA,NA,NA,5
5525,4.32230813,-77.18665187,593.1,0.10613.6944.10,NA,NA,NA,NA,5
5526,4.32230313,-77.18664887,593.2,0.05614.2944.03,NA,NA,NA,NA,5
5527,4.32230213,-77.18665087,593.2,0.10613.3944.13,NA,NA,NA,NA,5
5528,4.32230213,-77.18665587,593.2,0.15613.10944.08,NA,NA,NA,NA,5
5529,4.32231013,-77.18665087,593.3,0.00613.6944.12,NA,NA,NA,NA,5
5530,4.32230513,-77.18664387,593.3,0.05613.6944.12,1,1,1,1,5
5531,4.32230313,-77.18664087,593.4,0.05613.9944.11,NA,NA,NA,NA,5
5532,4.32229813,-77.18663587,593.4,0.05613.2944.18,NA,NA,NA,NA,5
5533,4.32228813,-77.18663887,593.4,0.15613.4944.16,NA,NA,NA,NA,5
5534,4.32225713,-77.18664887,593.8,0.21613.7944.15,NA,NA,NA,NA,5
5535,4.32223813,-77.18664587,594,0.05613.4944.18,NA,NA,NA,NA,5
5536,4.32221213,-77.18660087,595.1,0.10613.9944.13,NA,NA,NA,NA,5
5537,4.32222213,-77.18658587,596.5,0.05613.8944.12,NA,NA,NA,NA,5
5538,4.32225813,-77.18662387,598,0.10613.8944.14,NA,NA,NA,NA,5
5539,4.32226213,-77.18662387,598.1,0.15613.9944.13,NA,NA,NA,NA,5
5540,4.32228213,-77.18659687,598.6,0.26613.5944.17,NA,NA,NA,NA,5
5541,4.32229013,-77.18658687,598.6,0.05613.2944.20,NA,NA,NA,NA,5
5542,4.32229813,-77.18658187,598.6,0.05613.2944.20,NA,NA,NA,NA,5
5543,4.32229713,-77.18658387,598.6,0.21613.5944.17,NA,NA,NA,NA,5
5544,4.32230213,-77.18659687,598.8,0.05613.1944.21,NA,NA,NA,NA,5
5545,4.32240213,-77.18659087,599.8,0.15613.9944.13,NA,NA,NA,NA,5
5546,4.32240813,-77.18659187,600.3,0.15613.5944.17,NA,NA,NA,NA,5
5547,4.32244013,-77.18659587,601,0.31613.8944.14,NA,NA,NA,NA,5
5548,4.32246713,-77.18658687,602.2,0.21613.6944.16,NA,NA,NA,NA,5
5549,4.32248213,-77.18658187,602.5,0.10613.5944.17,NA,NA,NA,NA,5
5550,4.32249313,-77.18658087,602.5,0.05613.9944.13,NA,NA,NA,NA,5
5551,4.32249013,-77.18657587,602.5,0.15613.10944.12,NA,NA,NA,NA,5
5552,4.32247513,-77.18657887,603.6,0.15614.6944.06,NA,NA,NA,NA,5
5553,4.32249313,-77.18658087,603.6,0.26615.2943.99,NA,NA,NA,NA,5
5554,4.32251013,-77.18658187,603.6,0.05615.0944.01,NA,NA,NA,NA,5
5555,4.32251313,-77.18658087,604,0.05614.7944.05,NA,NA,NA,NA,5
5556,4.32253813,-77.18659187,605.6,0.21613.10944.12,NA,NA,NA,NA,5
5557,4.32254713,-77.18658187,606.1,0.10613.7944.13,NA,NA,NA,NA,5
5558,4.32257713,-77.18658387,607.6,0.46613.10944.10,NA,NA,NA,NA,5
5559,4.32260313,-77.18658687,609.5,0.26613.6944.14,NA,NA,NA,NA,5
5560,4.32264213,-77.18660687,610.9,0.26612.9944.19,NA,NA,NA,NA,5
5561,4.32265813,-77.18662087,611,0.26613.2944.16,NA,NA,NA,NA,5
5562,4.32274213,-77.18665087,612.2,0.57612.6944.22,NA,NA,NA,NA,5
5563,4.32278013,-77.18663387,614.6,0.10612.7944.21,NA,NA,NA,NA,5
5564,4.32278213,-77.18662887,614.6,0.05612.7944.21,1,1,1,1,5
5565,4.32278213,-77.18662887,614.6,0.05612.7944.19,1,1,1,1,5
5566,4.32278513,-77.18663087,614.7,0.10613.1944.17,NA,NA,NA,NA,5
5567,4.32278313,-77.18663687,614.7,0.00613.2944.16,NA,NA,NA,NA,5
5568,4.32278513,-77.18663687,614.8,0.00613.3944.15,NA,NA,NA,NA,5
5569,4.32278313,-77.18663587,614.8,0.05613.2944.16,NA,NA,NA,NA,5
5570,4.32277713,-77.18663687,614.8,0.00612.7944.19,NA,NA,NA,NA,5
5571,4.32278213,-77.18663687,614.9,0.15612.6944.20,NA,NA,NA,NA,5
5572,4.32278213,-77.18663187,614.9,0.05612.3944.23,NA,NA,NA,NA,5
5573,4.32278313,-77.18663087,615,0.00613.1944.15,NA,NA,NA,NA,5
5574,4.32280713,-77.18664887,615.4,0.46612.6944.20,NA,NA,NA,NA,5
5575,4.32286713,-77.18666087,616.3,0.41612.3944.24,NA,NA,NA,NA,5
5576,4.32288313,-77.18666187,616.3,0.10612.2944.25,NA,NA,NA,NA,5
5577,4.32292313,-77.18664687,616.5,0.26612.3944.23,NA,NA,NA,NA,5
5578,4.32296513,-77.18667587,617.3,0.00611.8944.29,NA,NA,NA,NA,5
5579,4.32299313,-77.18668187,618.4,0.05611.6944.29,NA,NA,NA,NA,5
5580,4.32298713,-77.18669387,619,0.15611.9944.26,NA,NA,NA,NA,5
5581,4.32297513,-77.18669587,619.1,0.10611.6944.29,NA,NA,NA,NA,5
5582,4.32296813,-77.18669887,619.1,0.00610.9944.36,NA,NA,NA,NA,5
5583,4.32296713,-77.18669587,619.1,0.05611.2944.33,NA,NA,NA,NA,5
5584,4.32296013,-77.18669387,619.1,0.05611.2944.33,NA,NA,NA,NA,5
5585,4.32296213,-77.18669687,619.1,0.00611.8944.27,NA,NA,NA,NA,5
5586,4.32296013,-77.18669587,619.2,0.05611.1944.34,NA,NA,NA,NA,5
5587,4.32296213,-77.18668887,619.2,0.10610.8944.37,NA,NA,NA,NA,5
5588,4.32296313,-77.18668687,619.3,0.05611.7944.28,NA,NA,NA,NA,5
5589,4.32296813,-77.18668387,619.3,0.10611.7944.28,NA,NA,NA,NA,5
5590,4.32297313,-77.18668087,619.3,0.10611.5944.30,NA,NA,NA,NA,5
5591,4.32298213,-77.18668187,619.4,0.05611.5944.30,NA,NA,NA,NA,5
5592,4.32297813,-77.18668187,619.4,0.00611.3944.32,NA,NA,NA,NA,5
5593,4.32298013,-77.18668087,619.5,0.15611.6944.29,NA,NA,NA,NA,5
5594,4.32297513,-77.18668187,619.5,0.05610.9944.36,NA,NA,NA,NA,5
5595,4.32296713,-77.18667887,619.5,0.10612.1944.23,NA,NA,NA,NA,5
5596,4.32296713,-77.18667887,619.5,0.00612.1944.23,1,1,1,1,5
5597,4.32296513,-77.18667387,619.5,0.00611.4944.33,NA,NA,NA,NA,5
5598,4.32296013,-77.18667387,619.5,0.10611.4944.33,NA,NA,NA,NA,5
5599,4.32295213,-77.18667587,619.5,0.10611.0944.37,NA,NA,NA,NA,5
5600,4.32295513,-77.18667187,619.5,0.05611.3944.34,NA,NA,NA,NA,5
5601,4.32295513,-77.18666887,619.5,0.05611.2944.35,NA,NA,NA,NA,5
5602,4.32295713,-77.18666887,619.5,0.00611.6944.31,NA,NA,NA,NA,5
5603,4.32296013,-77.18666587,619.5,0.05611.7944.30,NA,NA,NA,NA,5
5604,4.32296313,-77.18666687,619.5,0.05611.4944.35,NA,NA,NA,NA,5
5605,4.32295213,-77.18666587,619.5,0.15611.7944.32,NA,NA,NA,NA,5
5606,4.32294013,-77.18666187,619.5,0.10611.8944.31,NA,NA,NA,NA,5
5607,4.32293513,-77.18666587,619.5,0.05611.1944.38,NA,NA,NA,NA,5
5608,4.32292813,-77.18666087,619.5,0.05611.4944.35,NA,NA,NA,NA,5
5609,4.32292513,-77.18665687,619.4,0.05611.2944.39,NA,NA,NA,NA,5
5610,4.32292513,-77.18665887,619.4,0.05611.6944.35,NA,NA,NA,NA,5
5611,4.32291013,-77.18665187,619.5,0.21611.9944.32,NA,NA,NA,NA,5
5612,4.32290213,-77.18665187,619.5,0.05611.5944.36,NA,NA,NA,NA,5
5613,4.32289813,-77.18665087,619.5,0.00611.9944.34,NA,NA,NA,NA,5
5614,4.32289513,-77.18665087,619.5,0.00611.8944.35,NA,NA,NA,NA,5
5615,4.32289813,-77.18664587,619.5,0.00612.1944.32,NA,NA,NA,NA,5
5616,4.32290013,-77.18665087,619.5,0.00612.2944.31,NA,NA,NA,NA,5
5617,4.32289313,-77.18665587,619.5,0.15611.7944.36,NA,NA,NA,NA,5
5618,4.32288313,-77.18666887,619.5,0.15612.8944.27,NA,NA,NA,NA,5
5619,4.32288213,-77.18667187,619.6,0.05612.3944.32,NA,NA,NA,NA,5
5620,4.32289213,-77.18666687,619.6,0.05611.9944.36,NA,NA,NA,NA,5
5621,4.32290013,-77.18666387,619.6,0.15612.0944.37,NA,NA,NA,NA,5
5622,4.32289213,-77.18665387,619.6,0.15612.2944.35,NA,NA,NA,NA,5
5623,4.32288813,-77.18665587,619.6,0.05612.1944.36,NA,NA,NA,NA,5
5624,4.32289313,-77.18666387,619.6,0.15612.1944.36,NA,NA,NA,NA,5
5625,4.32289013,-77.18666187,619.6,0.05613.1944.26,NA,NA,NA,NA,5
5626,4.32289513,-77.18666187,619.6,0.05613.2944.25,NA,NA,NA,NA,5
5627,4.32290213,-77.18665887,619.6,0.00612.10944.27,NA,NA,NA,NA,5
5628,4.32291513,-77.18666587,619.6,0.05612.2944.35,NA,NA,NA,NA,5
5629,4.32291213,-77.18666387,619.6,0.05612.3944.34,NA,NA,NA,NA,5
5630,4.32291213,-77.18666687,619.7,0.05611.8944.39,NA,NA,NA,NA,5
5631,4.32291013,-77.18667087,619.7,0.05612.0944.37,NA,NA,NA,NA,5
5632,4.32291713,-77.18667587,619.7,0.05612.3944.34,NA,NA,NA,NA,5
5633,4.32291713,-77.18667887,619.7,0.05612.9944.30,NA,NA,NA,NA,5
5634,4.32291313,-77.18667187,619.7,0.10612.7944.32,NA,NA,NA,NA,5
5635,4.32291213,-77.18667087,619.7,0.05613.1944.28,NA,NA,NA,NA,5
5636,4.32291513,-77.18667187,619.7,0.05612.7944.32,NA,NA,NA,NA,5
5637,4.32292313,-77.18667887,619.7,0.05612.4944.35,NA,NA,NA,NA,5
5638,4.32292713,-77.18667687,619.7,0.00612.6944.33,NA,NA,NA,NA,5
5639,4.32292713,-77.18667587,619.7,0.10612.2944.37,NA,NA,NA,NA,5
5640,4.32292213,-77.18667187,619.7,0.10612.6944.33,NA,NA,NA,NA,5
5641,4.32292513,-77.18666887,619.7,0.05611.10944.40,NA,NA,NA,NA,5
5642,4.32291813,-77.18666687,619.7,0.10611.3944.47,NA,NA,NA,NA,5
5643,4.32291213,-77.18667187,619.7,0.05611.2944.48,NA,NA,NA,NA,5
5644,4.32291713,-77.18667387,619.8,0.05611.5944.45,NA,NA,NA,NA,5
5645,4.32291713,-77.18667387,619.8,0.26611.10944.40,NA,NA,NA,NA,5
5646,4.32293513,-77.18670587,620.4,0.36610.1944.57,NA,NA,NA,NA,5
5647,4.32299813,-77.18673387,620.5,0.46610.2944.56,NA,NA,NA,NA,5
5648,4.32306713,-77.18676387,620.7,0.21610.1944.58,NA,NA,NA,NA,5
5649,4.32309313,-77.18679187,621,0.21609.6944.63,NA,NA,NA,NA,5
5650,4.32309013,-77.18679587,621.3,0.05609.3944.64,NA,NA,NA,NA,5
5651,4.32309013,-77.18679687,621.3,0.15609.2944.65,NA,NA,NA,NA,5
5652,4.32313213,-77.18681887,621.4,0.57608.8944.69,NA,NA,NA,NA,5
5653,4.32318313,-77.18683587,621.8,0.21608.4944.71,NA,NA,NA,NA,5
5654,4.32320213,-77.18683687,621.9,0.26608.6944.69,NA,NA,NA,NA,5
5655,4.32323313,-77.18683887,622.4,0.36608.4944.69,NA,NA,NA,NA,5
5656,4.32328513,-77.18686687,623,0.46607.5944.79,NA,NA,NA,NA,5
5657,4.32332513,-77.18688087,623.6,0.26607.5944.79,NA,NA,NA,NA,5
5658,4.32334313,-77.18689187,623.6,0.21607.6944.75,NA,NA,NA,NA,5
5659,4.32336213,-77.18689387,623.7,0.15607.3944.79,NA,NA,NA,NA,5
5660,4.32338313,-77.18691087,623.6,0.21606.10944.82,NA,NA,NA,NA,5
5661,4.32342013,-77.18693087,623.5,0.46607.7944.72,NA,NA,NA,NA,5
5662,4.32342313,-77.18698587,624.3,0.31607.7944.72,NA,NA,NA,NA,5
5663,4.32344213,-77.18699587,624.6,0.26607.7944.70,NA,NA,NA,NA,5
5664,4.32345813,-77.18700587,624.7,0.15608.1944.66,NA,NA,NA,NA,5
5665,4.32346813,-77.18701087,624.7,0.21608.1944.66,NA,NA,NA,NA,5
5666,4.32348713,-77.18701587,624.7,0.21607.8944.67,NA,NA,NA,NA,5
5667,4.32351513,-77.18704587,624.6,0.36608.8944.56,NA,NA,NA,NA,5
5668,4.32355813,-77.18707387,624.7,0.26608.9944.53,NA,NA,NA,NA,5
5669,4.32359213,-77.18710087,625.6,0.10608.9944.53,NA,NA,NA,NA,5
5670,4.32360013,-77.18710887,625.7,0.05609.3944.49,NA,NA,NA,NA,5
5671,4.32361213,-77.18710587,625.7,0.26609.2944.48,NA,NA,NA,NA,5
5672,4.32364213,-77.18712087,625.8,0.31609.8944.41,NA,NA,NA,NA,5
5673,4.32369713,-77.18713387,626.1,0.41611.2944.26,NA,NA,NA,NA,5
5674,4.32374513,-77.18717887,626.3,0.31612.3944.15,NA,NA,NA,NA,5
5675,4.32376513,-77.18718087,626.3,0.15612.3944.15,1,1,1,1,5
5676,4.32377213,-77.18717887,626.4,0.05612.6944.12,NA,NA,NA,NA,5
5677,4.32377513,-77.18717387,626.4,0.10612.1944.17,NA,NA,NA,NA,5
5678,4.32378213,-77.18717187,626.4,0.10612.8944.09,NA,NA,NA,NA,5
5679,4.32377813,-77.18717887,626.5,0.05612.4944.14,NA,NA,NA,NA,5
5680,4.32377713,-77.18718187,626.5,0.00612.4944.14,1,2,1,1,5
5681,4.32377513,-77.18718587,626.5,0.05613.1944.06,NA,NA,NA,NA,5
5682,4.32377813,-77.18719387,626.5,0.10613.4944.03,NA,NA,NA,NA,5
5683,4.32378013,-77.18720087,626.5,0.00612.6944.12,NA,NA,NA,NA,5
5684,4.32378213,-77.18720087,626.5,0.10613.5944.02,NA,NA,NA,NA,5
5685,4.32378313,-77.18719887,626.5,0.05613.5944.02,1,2,2,1,5
5686,4.32378313,-77.18719687,626.5,0.00613.4944.03,NA,NA,NA,NA,5
5687,4.32378513,-77.18720087,626.6,0.05613.7944.02,NA,NA,NA,NA,5
5688,4.32379713,-77.18720187,626.6,0.21613.7944.02,NA,NA,NA,NA,5
5689,4.32380813,-77.18719887,626.6,0.10613.5944.04,NA,NA,NA,NA,5
5690,4.32381513,-77.18720187,626.6,0.00613.10943.99,NA,NA,NA,NA,5
5691,4.32381013,-77.18720687,626.6,0.05613.4944.05,NA,NA,NA,NA,5
5692,4.32380813,-77.18720187,626.6,0.05614.1943.98,NA,NA,NA,NA,5
5693,4.32385513,-77.18721087,627.1,0.26614.7943.92,NA,NA,NA,NA,5
5694,4.32388513,-77.18721887,627.5,0.10614.1943.98,NA,NA,NA,NA,5
5695,4.32388513,-77.18720887,627.5,0.10613.10943.99,NA,NA,NA,NA,5
5696,4.32388513,-77.18720587,627.5,0.05614.6943.93,NA,NA,NA,NA,5
5697,4.32389013,-77.18719887,627.5,0.10614.2943.97,NA,NA,NA,NA,5
5698,4.32389013,-77.18720387,627.5,0.10614.3943.94,NA,NA,NA,NA,5
5699,4.32389313,-77.18721587,627.6,0.05615.0943.86,NA,NA,NA,NA,5
5700,4.32390813,-77.18721187,627.6,0.15616.1943.75,NA,NA,NA,NA,5
5701,4.32392513,-77.18721687,627.7,0.26617.6943.59,NA,NA,NA,NA,5
5702,4.32395813,-77.18727087,628.5,0.05619.2943.40,NA,NA,NA,NA,5
5703,4.32396713,-77.18727387,628.5,0.15619.6943.35,NA,NA,NA,NA,5
5704,4.32397013,-77.18728587,628.6,0.05619.7943.34,NA,NA,NA,NA,5
5705,4.32396513,-77.18728387,628.6,0.10619.4943.35,NA,NA,NA,NA,5
5706,4.32397813,-77.18729087,628.6,0.21619.6943.33,NA,NA,NA,NA,5
5707,4.32400013,-77.18729087,628.8,0.26619.5943.34,NA,NA,NA,NA,5
5708,4.32400513,-77.18729587,628.9,0.05619.4943.35,NA,NA,NA,NA,5
5709,4.32401313,-77.18729887,628.9,0.05619.3943.36,NA,NA,NA,NA,5
5710,4.32401513,-77.18729687,628.9,0.00618.5943.45,NA,NA,NA,NA,5
5711,4.32401513,-77.18729687,628.9,0.00617.0943.58,NA,NA,NA,NA,5
5712,4.32402013,-77.18729187,628.9,0.10616.5943.64,NA,NA,NA,NA,5
5713,4.32403213,-77.18728587,629,0.05616.7943.62,NA,NA,NA,NA,5
5714,4.32403713,-77.18728587,629,0.10615.6943.73,NA,NA,NA,NA,5
5715,4.32403013,-77.18730087,629,0.15615.4943.75,NA,NA,NA,NA,5
5716,4.32401513,-77.18730187,629,0.10615.8943.71,NA,NA,NA,NA,5
5717,4.32399713,-77.18729887,629,0.21615.4943.75,NA,NA,NA,NA,5
5718,4.32397813,-77.18730587,629,0.21615.3943.74,NA,NA,NA,NA,5
5719,4.32397013,-77.18731587,629.1,0.10615.3943.74,NA,NA,NA,NA,5
5720,4.32397713,-77.18732387,629.1,0.10615.3943.74,NA,NA,NA,NA,5
5721,4.32398513,-77.18732087,629.1,0.05615.1943.77,NA,NA,NA,NA,5
5722,4.32398313,-77.18731887,629.1,0.00615.3943.74,NA,NA,NA,NA,5
5723,4.32399513,-77.18732087,629.1,0.10615.8943.69,NA,NA,NA,NA,5
5724,4.32398213,-77.18731687,629.5,0.05615.3943.74,NA,NA,NA,NA,5
5725,4.32397513,-77.18731187,629.5,0.00615.2943.75,NA,NA,NA,NA,5
5726,4.32398513,-77.18730387,629.6,0.31615.1943.76,NA,NA,NA,NA,5
5727,4.32398713,-77.18730187,629.7,0.05615.1943.76,NA,NA,NA,NA,5
5728,4.32399813,-77.18729587,629.7,0.21615.1943.76,NA,NA,NA,NA,5
5729,4.32400313,-77.18729587,629.7,0.00615.3943.77,NA,NA,NA,NA,5
5730,4.32400213,-77.18728887,629.7,0.15614.10943.78,NA,NA,NA,NA,5
5731,4.32399713,-77.18727687,629.8,0.10614.6943.82,NA,NA,NA,NA,5
5732,4.32398813,-77.18727587,629.8,0.10614.7943.81,NA,NA,NA,NA,5
5733,4.32397813,-77.18727187,629.8,0.10614.0943.88,NA,NA,NA,NA,5
5734,4.32397713,-77.18728387,629.8,0.05612.8944.01,NA,NA,NA,NA,5
5735,4.32397213,-77.18728887,629.8,0.10612.4944.05,NA,NA,NA,NA,5
5736,4.32396313,-77.18729687,629.8,0.05610.10944.20,NA,NA,NA,NA,5
5737,4.32392713,-77.18731387,629.7,0.26610.3944.27,NA,NA,NA,NA,5
5738,4.32392713,-77.18730887,629.5,0.26608.9944.42,NA,NA,NA,NA,5
5739,4.32390713,-77.18731387,629.5,0.26607.10944.50,NA,NA,NA,NA,5
5740,4.32388813,-77.18731687,629.6,0.15608.2944.48,NA,NA,NA,NA,5
5741,4.32389813,-77.18731087,629.6,0.05607.10944.50,NA,NA,NA,NA,5
5742,4.32390313,-77.18730387,629.6,0.05607.9944.51,NA,NA,NA,NA,5
5743,4.32390513,-77.18730187,629.6,0.00607.9944.51,NA,NA,NA,NA,5
5744,4.32390313,-77.18730087,629.6,0.05608.1944.49,NA,NA,NA,NA,5
5745,4.32390013,-77.18730387,629.6,0.05609.1944.38,NA,NA,NA,NA,5
5746,4.32390013,-77.18729187,629.6,0.10608.8944.41,NA,NA,NA,NA,5
5747,4.32389513,-77.18727687,629.6,0.21609.2944.37,NA,NA,NA,NA,5
5748,4.32389013,-77.18726387,629.6,0.05608.8944.41,NA,NA,NA,NA,5
5749,4.32388513,-77.18725887,629.6,0.05608.5944.44,NA,NA,NA,NA,5
5750,4.32388213,-77.18725187,629.6,0.05608.6944.43,NA,NA,NA,NA,5
5751,4.32387813,-77.18723687,629.6,0.26608.8944.43,NA,NA,NA,NA,5
5752,4.32386813,-77.18721687,629.7,0.21609.2944.37,NA,NA,NA,NA,5
5753,4.32386213,-77.18720687,629.7,0.00610.7944.21,NA,NA,NA,NA,5
5754,4.32386213,-77.18721587,629.7,0.00610.8944.20,NA,NA,NA,NA,5
5755,4.32385313,-77.18725587,630.2,0.15612.2944.05,NA,NA,NA,NA,5
5756,4.32385313,-77.18724187,630.2,0.15611.7944.10,NA,NA,NA,NA,5
5757,4.32385313,-77.18723187,630.3,0.10612.3944.04,NA,NA,NA,NA,5
5758,4.32384813,-77.18723387,630.3,0.05612.10943.97,NA,NA,NA,NA,5
5759,4.32384713,-77.18724587,630.3,0.10612.7944.00,NA,NA,NA,NA,5
5760,4.32385213,-77.18724587,630.3,0.05613.3943.93,NA,NA,NA,NA,5
5761,4.32385713,-77.18725087,630.3,0.10612.7943.98,NA,NA,NA,NA,5
5762,4.32385813,-77.18725887,630.3,0.05612.9943.95,NA,NA,NA,NA,5
5763,4.32385313,-77.18726187,630.4,0.05612.3944.02,NA,NA,NA,NA,5
5764,4.32385313,-77.18727087,630.4,0.10611.5944.10,NA,NA,NA,NA,5
5765,4.32385513,-77.18727387,630.4,0.05612.2944.03,NA,NA,NA,NA,5
5766,4.32385713,-77.18727387,630.4,0.05612.6943.97,NA,NA,NA,NA,5
5767,4.32386513,-77.18728187,630.4,0.05612.5943.98,NA,NA,NA,NA,5
5768,4.32386713,-77.18727887,630.4,0.10612.7943.95,NA,NA,NA,NA,5
5769,4.32388313,-77.18728187,630.8,0.10612.8943.94,NA,NA,NA,NA,5
5770,4.32388313,-77.18727687,631.3,0.00612.7943.95,NA,NA,NA,NA,5
5771,4.32389313,-77.18729587,631.7,0.05612.6943.97,NA,NA,NA,NA,5
5772,4.32391013,-77.18730687,632.2,0.05613.9943.83,NA,NA,NA,NA,5
5773,4.32392513,-77.18732587,632.9,0.05613.2943.88,NA,NA,NA,NA,5
5774,4.32392513,-77.18731187,633.4,0.05613.0943.90,NA,NA,NA,NA,5
5775,4.32394513,-77.18730687,633.9,0.05612.7943.93,NA,NA,NA,NA,5
5776,4.32395213,-77.18730687,634.5,0.10612.4943.96,NA,NA,NA,NA,5
5777,4.32393513,-77.18726687,634.8,0.36612.3943.97,NA,NA,NA,NA,5
5778,4.32391013,-77.18725187,634.8,0.10612.8943.92,NA,NA,NA,NA,5
5779,4.32387713,-77.18721587,635.2,0.10612.9943.91,NA,NA,NA,NA,5
5780,4.32382513,-77.18718887,635.5,0.26612.7943.91,NA,NA,NA,NA,5
5781,4.32383513,-77.18718087,635.7,0.00612.4943.94,NA,NA,NA,NA,5
5782,4.32383713,-77.18717087,635.7,0.21612.7943.91,NA,NA,NA,NA,5
5783,4.32383513,-77.18716687,635.7,0.15612.7943.91,NA,NA,NA,NA,5
5784,4.32384713,-77.18715187,635.7,0.00614.2943.75,NA,NA,NA,NA,5
5785,4.32385513,-77.18716087,635.7,0.26614.2943.77,NA,NA,NA,NA,5
5786,4.32389513,-77.18719587,635.8,0.31616.2943.56,NA,NA,NA,NA,5
5787,4.32391513,-77.18722687,636,0.26616.2943.56,NA,NA,NA,NA,5
5788,4.32397213,-77.18726387,636.6,0.15618.2943.35,NA,NA,NA,NA,5
5789,4.32398513,-77.18727587,636.6,0.15619.10943.16,NA,NA,NA,NA,5
5790,4.32400713,-77.18729087,636.6,0.31622.2942.92,NA,NA,NA,NA,5
5791,4.32404213,-77.18731687,637.1,0.21624.9942.64,NA,NA,NA,NA,5
5792,4.32404513,-77.18732887,637.1,0.10625.2942.61,NA,NA,NA,NA,5
5793,4.32405313,-77.18733687,637.1,0.10624.7942.66,NA,NA,NA,NA,5
5794,4.32405313,-77.18734387,637.1,0.00624.5942.68,NA,NA,NA,NA,5
5795,4.32405313,-77.18734387,637.1,0.10624.5942.68,NA,NA,NA,NA,5
5796,4.32406313,-77.18734687,637.2,0.15624.7942.66,NA,NA,NA,NA,5
5797,4.32407313,-77.18735887,637.2,0.21624.8942.65,NA,NA,NA,NA,5
5798,4.32413513,-77.18741087,637.9,0.36627.2942.39,NA,NA,NA,NA,5
5799,4.32421313,-77.18743587,639.4,0.31629.6942.14,NA,NA,NA,NA,5
5800,4.32421213,-77.18746387,639.9,0.21630.5942.06,NA,NA,NA,NA,5
5801,4.32422213,-77.18746687,639.9,0.10630.9942.02,NA,NA,NA,NA,5
5802,4.32423213,-77.18746387,640,0.05630.7942.04,NA,NA,NA,NA,5
5803,4.32423513,-77.18747587,640,0.31630.2942.10,NA,NA,NA,NA,5
5804,4.32424313,-77.18748087,640.4,0.00629.8942.14,NA,NA,NA,NA,5
5805,4.32423713,-77.18747587,640.4,0.10629.9942.13,NA,NA,NA,NA,5
5806,4.32423013,-77.18748087,640.4,0.05630.7942.04,NA,NA,NA,NA,5
5807,4.32423813,-77.18747687,640.7,0.00630.5942.07,NA,NA,NA,NA,5
5808,4.32423813,-77.18744687,642.4,0.10630.7942.04,NA,NA,NA,NA,5
5809,4.32422213,-77.18745387,643.2,0.05630.1942.13,NA,NA,NA,NA,5
5810,4.32421213,-77.18746187,643.8,0.10630.3942.11,NA,NA,NA,NA,5
5811,4.32421813,-77.18747087,644.4,0.05630.4942.10,NA,NA,NA,NA,5
5812,4.32421813,-77.18746687,645.7,0.05630.9942.07,NA,NA,NA,NA,5
5813,4.32424713,-77.18743387,646.1,0.05630.9942.07,NA,NA,NA,NA,5
5814,4.32425013,-77.18742887,646.8,0.05630.5942.11,NA,NA,NA,NA,5
